OrderId,CustomerId,Date,Total
271,51,2012/4/3 00:00,13.86
272,6,2012/4/11 00:00,0.99
273,7,2012/4/24 00:00,1.98
274,9,2012/4/24 00:00,1.98
275,11,2012/4/25 00:00,3.96
276,15,2012/4/26 00:00,5.94
277,21,2012/4/29 00:00,8.91
278,30,2012/5/4 00:00,13.86
279,44,2012/5/12 00:00,0.99
280,45,2012/5/25 00:00,1.98
281,47,2012/5/25 00:00,1.98
282,49,2012/5/26 00:00,3.96
283,53,2012/5/27 00:00,5.94
284,59,2012/5/30 00:00,8.91
285,9,2012/6/4 00:00,13.86
286,23,2012/6/12 00:00,0.99
287,24,2012/6/25 00:00,1.98
288,26,2012/6/25 00:00,1.98
289,28,2012/6/26 00:00,3.96
290,32,2012/6/27 00:00,5.94
291,38,2012/6/30 00:00,8.91
292,47,2012/7/5 00:00,13.86
293,2,2012/7/13 00:00,0.99
294,3,2012/7/26 00:00,1.98
295,5,2012/7/26 00:00,1.98
296,7,2012/7/27 00:00,3.96
297,11,2012/7/28 00:00,5.94
298,17,2012/7/31 00:00,10.91
299,26,2012/8/5 00:00,23.86
300,40,2012/8/13 00:00,0.99
301,41,2012/8/26 00:00,1.98
302,43,2012/8/26 00:00,1.98
303,45,2012/8/27 00:00,3.96
304,49,2012/8/28 00:00,5.94
305,55,2012/8/31 00:00,8.91
306,5,2012/9/5 00:00,16.86
307,19,2012/9/13 00:00,1.99
308,20,2012/9/26 00:00,3.98
309,22,2012/9/26 00:00,3.98
310,24,2012/9/27 00:00,7.96
311,28,2012/9/28 00:00,11.94
312,34,2012/10/1 00:00,10.91
313,43,2012/10/6 00:00,16.86
314,57,2012/10/14 00:00,0.99
315,58,2012/10/27 00:00,1.98
316,1,2012/10/27 00:00,1.98
317,3,2012/10/28 00:00,3.96
318,7,2012/10/29 00:00,5.94
319,13,2012/11/1 00:00,8.91
320,22,2012/11/6 00:00,13.86
321,36,2012/11/14 00:00,0.99
322,37,2012/11/27 00:00,1.98
323,39,2012/11/27 00:00,1.98
324,41,2012/11/28 00:00,3.96
325,45,2012/11/29 00:00,5.94
326,51,2012/12/2 00:00,8.91
327,1,2012/12/7 00:00,13.86
328,15,2012/12/15 00:00,0.99
329,16,2012/12/28 00:00,1.98
330,18,2012/12/28 00:00,1.98
331,20,2012/12/29 00:00,3.96
332,24,2012/12/30 00:00,5.94
333,30,2013/1/2 00:00,8.91
334,39,2013/1/7 00:00,13.86
335,53,2013/1/15 00:00,0.99
336,54,2013/1/28 00:00,1.98
337,56,2013/1/28 00:00,1.98
338,58,2013/1/29 00:00,3.96
339,3,2013/1/30 00:00,5.94
340,9,2013/2/2 00:00,8.91
341,18,2013/2/7 00:00,13.86
342,32,2013/2/15 00:00,0.99
343,33,2013/2/28 00:00,1.98
344,35,2013/2/28 00:00,1.98
345,37,2013/3/1 00:00,3.96
346,41,2013/3/2 00:00,5.94
347,47,2013/3/5 00:00,8.91
348,56,2013/3/10 00:00,13.86
349,11,2013/3/18 00:00,0.99
350,12,2013/3/31 00:00,1.98
351,14,2013/3/31 00:00,1.98
352,16,2013/4/1 00:00,3.96
353,20,2013/4/2 00:00,5.94
354,26,2013/4/5 00:00,8.91
355,35,2013/4/10 00:00,13.86
356,49,2013/4/18 00:00,0.99
357,50,2013/5/1 00:00,1.98
358,52,2013/5/1 00:00,1.98
359,54,2013/5/2 00:00,3.96
360,58,2013/5/3 00:00,5.94
361,5,2013/5/6 00:00,8.91
362,14,2013/5/11 00:00,13.86
363,28,2013/5/19 00:00,0.99
364,29,2013/6/1 00:00,1.98
365,31,2013/6/1 00:00,1.98
366,33,2013/6/2 00:00,3.96
367,37,2013/6/3 00:00,5.94
368,43,2013/6/6 00:00,8.91
369,52,2013/6/11 00:00,13.86
370,7,2013/6/19 00:00,0.99
371,8,2013/7/2 00:00,1.98
372,10,2013/7/2 00:00,1.98
373,12,2013/7/3 00:00,3.96
374,16,2013/7/4 00:00,5.94
375,22,2013/7/7 00:00,8.91
376,31,2013/7/12 00:00,13.86
377,45,2013/7/20 00:00,0.99
378,46,2013/8/2 00:00,1.98
379,48,2013/8/2 00:00,1.98
380,50,2013/8/3 00:00,3.96
381,54,2013/8/4 00:00,5.94
382,1,2013/8/7 00:00,8.91
383,10,2013/8/12 00:00,13.86
384,24,2013/8/20 00:00,0.99
385,25,2013/9/2 00:00,1.98
386,27,2013/9/2 00:00,1.98
387,29,2013/9/3 00:00,3.96
388,33,2013/9/4 00:00,5.94
389,39,2013/9/7 00:00,8.91
390,48,2013/9/12 00:00,13.86
391,3,2013/9/20 00:00,0.99
392,4,2013/10/3 00:00,1.98
393,6,2013/10/3 00:00,1.98
394,8,2013/10/4 00:00,3.96
395,12,2013/10/5 00:00,5.94
396,18,2013/10/8 00:00,8.91
397,27,2013/10/13 00:00,13.86
398,41,2013/10/21 00:00,0.99
399,42,2013/11/3 00:00,1.98
400,44,2013/11/3 00:00,1.98
401,46,2013/11/4 00:00,3.96
402,50,2013/11/5 00:00,5.94
403,56,2013/11/8 00:00,8.91
404,6,2013/11/13 00:00,25.86
405,20,2013/11/21 00:00,0.99
406,21,2013/12/4 00:00,1.98
407,23,2013/12/4 00:00,1.98
408,25,2013/12/5 00:00,3.96
409,29,2013/12/6 00:00,5.94
410,35,2013/12/9 00:00,8.91
411,44,2013/12/14 00:00,13.86
412,58,2013/12/22 00:00,1.99
