TrackId,Name,AlbumId,MediaTypeId,GenreId,Bytes,Price,PublisherID
127,Stratus,13,1,2,19115680,0.99,2
128,The pleasant pheasant,13,1,2,10630578,0.99,2
129,Solo-Panhandler,13,1,2,8230661,0.99,4
130,Do what cha wanna,13,1,2,9018565,0.99,2
131,Intro/ Low Down,14,1,3,10642901,0.99,1
132,13 Years Of Grief,14,1,3,8137421,0.99,4
133,Stronger Than Death,14,1,3,9869647,0.99,1
134,All For You,14,1,3,7726948,0.99,4
135,Super Terrorizer,14,1,3,10513905,0.99,2
136,Phoney Smile Fake Hellos,14,1,3,9011701,0.99,2
137,Lost My Better Half,14,1,3,9355309,0.99,3
138,Bored To Tears,14,1,3,8130090,0.99,4
139,A.N.D.R.O.T.A.Z.,14,1,3,8574746,0.99,3
140,Born To Booze,14,1,3,9257358,0.99,2
141,World Of Trouble,14,1,3,11820932,0.99,1
142,No More Tears,14,1,3,18041629,0.99,4
143,The Begining... At Last,14,1,3,11965109,0.99,1
144,Heart Of Gold,15,1,3,6417460,0.99,1
145,Snowblind,15,1,3,13842549,0.99,2
146,Like A Bird,15,1,3,9115657,0.99,3
147,Blood In The Wall,15,1,3,9359475,0.99,4
148,The Beginning...At Last,15,1,3,8975814,0.99,2
149,Black Sabbath,16,1,3,12440200,0.99,2
150,The Wizard,16,1,3,8646737,0.99,3
151,Behind The Wall Of Sleep,16,1,3,7169049,0.99,4
152,N.I.B.,16,1,3,12029390,0.99,4
153,Evil Woman,16,1,3,6655170,0.99,1
154,Sleeping Village,16,1,3,21128525,0.99,3
155,Warning,16,1,3,6893363,0.99,4
156,Wheels Of Confusion / The Straightener,17,1,3,16065830,0.99,2
157,Tomorrow's Dream,17,1,3,6252071,0.99,4
158,Changes,17,1,3,9175517,0.99,4
159,FX,17,1,3,3331776,0.99,1
160,Supernaut,17,1,3,9245971,0.99,4
161,Snowblind,17,1,3,10813386,0.99,4
162,Cornucopia,17,1,3,7653880,0.99,2
163,Laguna Sunrise,17,1,3,5671374,0.99,1
164,St. Vitus Dance,17,1,3,4884969,0.99,4
165,Under The Sun/Every Day Comes and Goes,17,1,3,11360486,0.99,2
166,Smoked Pork,18,1,4,1549074,0.99,1
167,Body Count's In The House,18,1,4,6715413,0.99,3
168,Now Sports,18,1,4,161266,0.99,4
169,Body Count,18,1,4,10489139,0.99,3
170,A Statistic,18,1,4,211997,0.99,4
171,Bowels Of The Devil,18,1,4,7324125,0.99,1
172,The Real Problem,18,1,4,387360,0.99,3
173,KKK Bitch,18,1,4,5709631,0.99,3
174,D Note,18,1,4,3067064,0.99,4
175,Voodoo,18,1,4,9875962,0.99,1
176,The Winner Loses,18,1,4,12843821,0.99,1
177,There Goes The Neighborhood,18,1,4,11443471,0.99,1
178,Oprah,18,1,4,224313,0.99,1
179,Evil Dick,18,1,4,7828873,0.99,2
180,Body Count Anthem,18,1,4,5463690,0.99,2
181,Momma's Gotta Die Tonight,18,1,4,12122946,0.99,4
182,Freedom Of Speech,18,1,4,9337917,0.99,1
183,King In Crimson,19,1,3,9218499,0.99,2
184,Chemical Wedding,19,1,3,8022764,0.99,2
185,The Tower,19,1,3,9435693,0.99,3
186,Killing Floor,19,1,3,8854240,0.99,1
187,Book Of Thel,19,1,3,16034404,0.99,4
188,Gates Of Urizen,19,1,3,8627004,0.99,1
189,Jerusalem,19,1,3,13194463,0.99,2
190,Trupets Of Jericho,19,1,3,11820908,0.99,2
191,Machine Men,19,1,3,11138147,0.99,1
192,The Alchemist,19,1,3,16545657,0.99,2
193,Realword,19,1,3,7802095,0.99,2
194,First Time I Met The Blues,20,1,6,4604995,0.99,4
195,Let Me Love You Baby,20,1,6,5716994,0.99,1
196,Stone Crazy,20,1,6,14184984,0.99,1
197,Pretty Baby,20,1,6,7848282,0.99,1
198,When My Left Eye Jumps,20,1,6,7685363,0.99,2
199,Leave My Girl Alone,20,1,6,6859518,0.99,4
200,She Suits Me To A Tee,20,1,6,4456321,0.99,1
201,Keep It To Myself (Aka Keep It To Yourself),20,1,6,5487056,0.99,4
202,My Time After Awhile,20,1,6,6022698,0.99,3
203,Too Many Ways (Alternate),20,1,6,4459946,0.99,2
204,Talkin' 'Bout Women Obviously,20,1,6,19161377,0.99,1
205,Jorge Da Capadócia,21,1,7,5842196,0.99,1
206,Prenda Minha,21,1,7,3225364,0.99,2
207,Meditação,21,1,7,4865597,0.99,4
208,Terra,21,1,7,15889054,0.99,3
209,Eclipse Oculto,21,1,7,7382703,0.99,2
210,"Texto ""Verdade Tropical""",21,1,7,2752161,0.99,3
211,Bem Devagar,21,1,7,4333651,0.99,4
212,Drão,21,1,7,5065932,0.99,3
213,Saudosismo,21,1,7,4726981,0.99,2
214,Carolina,21,1,7,5924159,0.99,2
215,Sozinho,21,1,7,6253200,0.99,1
216,Esse Cara,21,1,7,7217126,0.99,1
217,Mel,21,1,7,9854062,0.99,2
218,Linha Do Equador,21,1,7,10003747,0.99,3
219,Odara,21,1,7,4704104,0.99,4
220,A Luz De Tieta,21,1,7,8507446,0.99,2
221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,21,1,7,10364247,0.99,2
222,Vida Boa,21,1,7,9411272,0.99,2
223,Sozinho (Hitmakers Classic Mix),22,1,7,14462072,0.99,2
224,Sozinho (Hitmakers Classic Radio Edit),22,1,7,6455134,0.99,2
225,Sozinho (Caêdrum 'n' Bass),22,1,7,10975007,0.99,1
226,Carolina,23,1,7,5375395,0.99,4
227,Essa Moça Ta Diferente,23,1,7,5568574,0.99,2
228,Vai Passar,23,1,7,12359161,0.99,1
229,Samba De Orly,23,1,7,5431854,0.99,2
230,"Bye, Bye Brasil",23,1,7,9499590,0.99,1
231,Atras Da Porta,23,1,7,6132843,0.99,2
232,Tatuagem,23,1,7,5645703,0.99,2
233,O Que Será (? Flor Da Terra),23,1,7,5574848,0.99,2
234,Morena De Angola,23,1,7,6373932,0.99,1
235,Apesar De Você,23,1,7,7886937,0.99,1
236,A Banda,23,1,7,4349539,0.99,4
237,Minha Historia,23,1,7,6029673,0.99,4
238,Com Açúcar E Com Afeto,23,1,7,5846442,0.99,1
239,Brejo Da Cruz,23,1,7,7270749,0.99,4
240,Meu Caro Amigo,23,1,7,8778172,0.99,2
241,Geni E O Zepelim,23,1,7,10342226,0.99,4
242,Trocando Em Miúdos,23,1,7,5461468,0.99,2
243,Vai Trabalhar Vagabundo,23,1,7,4693941,0.99,4
244,Gota D'água,23,1,7,5074189,0.99,2
245,Construção / Deus Lhe Pague,23,1,7,12675305,0.99,2
246,Mateus Enter,24,1,7,1103013,0.99,4
247,O Cidadão Do Mundo,24,1,7,6724966,0.99,2
248,Etnia,24,1,7,5061413,0.99,1
249,Quilombo Groove [Instrumental],24,1,7,5042447,0.99,1
250,Macô,24,1,7,8253934,0.99,2
251,Um Passeio No Mundo Livre,24,1,7,7984291,0.99,1
252,Samba Do Lado,24,1,7,7541688,0.99,2
253,Maracatu Atômico,24,1,7,9670057,0.99,4
254,O Encontro De Isaac Asimov Com Santos Dumont No Céu,24,1,7,3240816,0.99,2
255,Corpo De Lama,24,1,7,7714954,0.99,2
256,Sobremesa,24,1,7,7960868,0.99,1
257,Manguetown,24,1,7,6475159,0.99,2
258,Um Satélite Na Cabeça,24,1,7,4272821,0.99,2
259,Baião Ambiental [Instrumental],24,1,7,5198539,0.99,4
260,Sangue De Bairro,24,1,7,4415557,0.99,4
261,Enquanto O Mundo Explode,24,1,7,2968650,0.99,1
262,Interlude Zumbi,24,1,7,2408550,0.99,2
263,Criança De Domingo,24,1,7,6984813,0.99,2
264,Amor De Muito,24,1,7,5881293,0.99,4
265,Samidarish [Instrumental],24,1,7,8911641,0.99,2
266,Maracatu Atômico [Atomic Version],24,1,7,9019677,0.99,2
267,Maracatu Atômico [Ragga Mix],24,1,7,6986421,0.99,2
268,Maracatu Atômico [Trip Hop],24,1,7,7380787,0.99,3
269,Banditismo Por Uma Questa,25,1,7,10251097,0.99,2
270,Banditismo Por Uma Questa,25,1,7,8147224,0.99,1
271,Rios Pontes & Overdrives,25,1,7,9659152,0.99,2
272,Cidade,25,1,7,7241817,0.99,2
273,Praiera,25,1,7,6172781,0.99,1
274,Samba Makossa,25,1,7,9095410,0.99,2
275,Da Lama Ao Caos,25,1,7,8378065,0.99,2
276,Maracatu De Tiro Certeiro,25,1,7,2901397,0.99,2
277,Salustiano Song,25,1,7,7183969,0.99,1
278,Antene Se,25,1,7,8253618,0.99,2
279,Risoflora,25,1,7,3536938,0.99,3
280,Lixo Do Mangue,25,1,7,6534200,0.99,1
281,Computadores Fazem Arte,25,1,7,13702771,0.99,4
282,Girassol,26,1,8,8327676,0.99,2
283,A Sombra Da Maldade,26,1,8,7697230,0.99,4
284,Johnny B. Goode,26,1,8,8505985,0.99,2
285,Soldado Da Paz,26,1,8,6455080,0.99,1
286,Firmamento,26,1,8,7402658,0.99,4
287,Extra,26,1,8,10078050,0.99,4
288,O Erê,26,1,8,7866924,0.99,2
289,Podes Crer,26,1,8,7747747,0.99,4
290,A Estrada,26,1,8,8275673,0.99,1
291,Berlim,26,1,8,6920424,0.99,4
292,Já Foi,26,1,8,7388466,0.99,2
293,Onde Você Mora?,26,1,8,8502588,0.99,1
294,Pensamento,26,1,8,5748424,0.99,1
295,Conciliação,26,1,8,8552474,0.99,2
296,Realidade Virtual,26,1,8,6503533,0.99,2
297,Mensagem,26,1,8,7488852,0.99,2
298,A Cor Do Sol,26,1,8,7663348,0.99,4
299,Onde Você Mora?,27,1,8,10056970,0.99,1
300,O Erê,27,1,8,6950332,0.99,3
301,A Sombra Da Maldade,27,1,8,9544383,0.99,4
302,A Estrada,27,1,8,9344477,0.99,2
303,Falar A Verdade,27,1,8,8189093,0.99,4
304,Firmamento,27,1,8,7507866,0.99,1
305,Pensamento,27,1,8,6399761,0.99,1
306,Realidade Virtual,27,1,8,8069934,0.99,1
307,Doutor,27,1,8,5950952,0.99,2
308,Na Frente Da TV,27,1,8,9633659,0.99,4
309,Downtown,27,1,8,8024386,0.99,3
310,Sábado A Noite,27,1,8,8895073,0.99,3
311,A Cor Do Sol,27,1,8,9142937,0.99,3
312,Eu Também Quero Beijar,27,1,8,7029400,0.99,4
313,Noite Do Prazer,28,1,7,10309980,0.99,4
314,? Francesa,28,1,7,8150846,0.99,4
315,Cada Um Cada Um (A Namoradeira),28,1,7,8441034,0.99,2
316,Linha Do Equador,28,1,7,8123466,0.99,4
317,Amor Demais,28,1,7,8420093,0.99,1
318,Férias,28,1,7,8731945,0.99,4
319,Gostava Tanto De Você,28,1,7,7685326,0.99,1
320,Flor Do Futuro,28,1,7,9205941,0.99,2
321,Felicidade Urgente,28,1,7,8873358,0.99,2
322,Livre Pra Viver,28,1,7,7111596,0.99,2
323,"Dig-Dig, Lambe-Lambe (Ao Vivo)",29,1,9,6892516,0.99,4
324,Pererê,29,1,9,6643207,0.99,2
325,TriboTchan,29,1,9,6507950,0.99,4
326,"Tapa Aqui, Descobre Ali",29,1,9,6327391,0.99,2
327,Daniela,29,1,9,7748006,0.99,4
328,Bate Lata,29,1,9,7034985,0.99,2
329,Garotas do Brasil,29,1,9,6973625,0.99,2
330,Levada do Amor (Ailoviu),29,1,9,6457752,0.99,3
331,Lavadeira,29,1,9,7254147,0.99,1
332,Reboladeira,29,1,9,7027525,0.99,4
333,? que Nessa Encarnação Eu Nasci Manga,29,1,9,6568081,0.99,1
334,Reggae Tchan,29,1,9,6931328,0.99,4
335,My Love,29,1,9,6772813,0.99,3
336,Latinha de Cerveja,29,1,9,5532564,0.99,1
337,You Shook Me,30,1,1,10249958,0.99,2
338,I Can't Quit You Baby,30,1,1,8581414,0.99,4
339,Communication Breakdown,30,1,1,6287257,0.99,3
340,Dazed and Confused,30,1,1,13035765,0.99,2
341,The Girl I Love She Got Long Black Wavy Hair,30,1,1,5995686,0.99,4
342,What is and Should Never Be,30,1,1,8497116,0.99,1
343,Communication Breakdown(2),30,1,1,5261022,0.99,2
344,Travelling Riverside Blues,30,1,1,10232581,0.99,4
345,Whole Lotta Love,30,1,1,12258175,0.99,2
346,Somethin' Else,30,1,1,4165650,0.99,2
347,Communication Breakdown(3),30,1,1,6041133,0.99,4
348,I Can't Quit You Baby(2),30,1,1,12377615,0.99,3
349,You Shook Me(2),30,1,1,20138673,0.99,3
350,How Many More Times,30,1,1,23092953,0.99,3
351,Debra Kadabra,31,1,1,7649679,0.99,2
352,Carolina Hard-Core Ecstasy,31,1,1,11731061,0.99,2
353,Sam With The Showing Scalp Flat Top,31,1,1,5572993,0.99,1
354,Poofter's Froth Wyoming Plans Ahead,31,1,1,6007019,0.99,1
355,200 Years Old,31,1,1,8912465,0.99,3
356,Cucamonga,31,1,1,4728586,0.99,4
357,Advance Romance,31,1,1,22080051,0.99,2
358,Man With The Woman Head,31,1,1,2922044,0.99,4
359,Muffin Man,31,1,1,10891682,0.99,3
360,Vai-Vai 2001,32,1,10,9402241,0.99,2
361,X-9 2001,32,1,10,9310370,0.99,4
362,Gavioes 2001,32,1,10,9616640,0.99,2
363,Nene 2001,32,1,10,9694508,0.99,2
364,Rosas De Ouro 2001,32,1,10,9721084,0.99,1
365,Mocidade Alegre 2001,32,1,10,9599937,0.99,4
366,Camisa Verde 2001,32,1,10,9633755,0.99,1
367,Leandro De Itaquera 2001,32,1,10,9451845,0.99,2
368,Tucuruvi 2001,32,1,10,9883335,0.99,3
369,Aguia De Ouro 2001,32,1,10,9698729,0.99,2
370,Ipiranga 2001,32,1,10,8522591,0.99,3
371,Morro Da Casa Verde 2001,32,1,10,9718778,0.99,2
372,Perola Negra 2001,32,1,10,9619196,0.99,4
373,Sao Lucas 2001,32,1,10,10020122,0.99,4
374,Guanabara,33,1,7,8499591,0.99,2
375,Mas Que Nada,33,1,7,8255254,0.99,4
376,Vôo Sobre o Horizonte,33,1,7,7528825,0.99,3
377,A Paz,33,1,7,8619173,0.99,3
378,Wave (Vou te Contar),33,1,7,9057557,0.99,1
379,?gua de Beber,33,1,7,4866476,0.99,4
380,Samba da Bençaco,33,1,7,9440676,0.99,2
381,Pode Parar,33,1,7,6046678,0.99,1
382,Menino do Rio,33,1,7,8737489,0.99,2
383,Ando Meio Desligado,33,1,7,6547648,0.99,2
384,Mistério da Raça,33,1,7,6191752,0.99,2
385,All Star,33,1,7,5891697,0.99,2
386,Menina Bonita,33,1,7,7938246,0.99,2
387,Pescador de Ilusões,33,1,7,8267067,0.99,2
388,? Vontade (Live Mix),33,1,7,5972430,0.99,2
389,Maria Fumaça,33,1,7,4743149,0.99,4
390,Sambassim (dj patife remix),33,1,7,7243166,0.99,1
391,Garota De Ipanema,34,1,7,9141343,0.99,4
392,Tim Tim Por Tim Tim,34,1,7,7143328,0.99,1
393,Tarde Em Itapoã,34,1,7,10344491,0.99,4
394,Tanto Tempo,34,1,7,5572240,0.99,2
395,Eu Vim Da Bahia - Live,34,1,7,5115428,0.99,4
396,Alô Alô Marciano,34,1,7,8013065,0.99,2
397,Linha Do Horizonte,34,1,7,9275929,0.99,3
398,Only A Dream In Rio,34,1,7,12192989,0.99,4
399,Abrir A Porta,34,1,7,8991141,0.99,3
400,Alice,34,1,7,5594341,0.99,4
401,Momentos Que Marcam,34,1,7,9313740,0.99,4
402,Um Jantar Pra Dois,34,1,7,7819755,0.99,4
403,Bumbo Da Mangueira,34,1,7,9073350,0.99,4
404,Mr Funk Samba,34,1,7,7102545,0.99,4
405,Santo Antonio,34,1,7,5492069,0.99,4
406,Por Você,34,1,7,6792493,0.99,4
407,Só Tinha De Ser Com Você,34,1,7,13085596,0.99,1
408,Free Speech For The Dumb,35,1,3,5076048,0.99,2
409,It's Electric,35,1,3,6978601,0.99,3
410,Sabbra Cadabra,35,1,3,12418147,0.99,2
411,Turn The Page,35,1,3,11946327,0.99,4
412,Die Die My Darling,35,1,3,4867667,0.99,2
413,Loverman,35,1,3,15446975,0.99,2
414,Mercyful Fate,35,1,3,21942829,0.99,4
415,Astronomy,35,1,3,13065612,0.99,4
416,Whiskey In The Jar,35,1,3,9943129,0.99,4
417,Tuesday's Gone,35,1,3,17900787,0.99,3
418,The More I See,35,1,3,9378873,0.99,3
419,A Kind Of Magic,36,1,1,8689618,0.99,2
420,Under Pressure,36,1,1,7739042,0.99,3
421,Radio GA GA,36,1,1,11358573,0.99,1
422,I Want It All,36,1,1,7876564,0.99,4
423,I Want To Break Free,36,1,1,8552861,0.99,4
424,Innuendo,36,1,1,12664591,0.99,4
425,It's A Hard Life,36,1,1,8112242,0.99,1
426,Breakthru,36,1,1,8150479,0.99,4
427,Who Wants To Live Forever,36,1,1,9577577,0.99,1
428,Headlong,36,1,1,8921404,0.99,1
429,The Miracle,36,1,1,9671923,0.99,1
430,I'm Going Slightly Mad,36,1,1,8192339,0.99,4
431,The Invisible Man,36,1,1,7920353,0.99,4
432,Hammer To Fall,36,1,1,7255404,0.99,3
433,Friends Will Be Friends,36,1,1,8114582,0.99,4
434,The Show Must Go On,36,1,1,8526760,0.99,1
435,One Vision,36,1,1,7936928,0.99,2
436,Detroit Rock City,37,1,1,7146372,0.99,4
437,Black Diamond,37,1,1,10266007,0.99,2
438,Hard Luck Woman,37,1,1,7109267,0.99,1
439,Sure Know Something,37,1,1,7939886,0.99,4
440,Love Gun,37,1,1,6424915,0.99,2
441,Deuce,37,1,1,6097210,0.99,1
442,Goin' Blind,37,1,1,7045314,0.99,4
443,Shock Me,37,1,1,7529336,0.99,2
444,Do You Love Me,37,1,1,6976194,0.99,2
445,She,37,1,1,8229734,0.99,4
446,I Was Made For Loving You,37,1,1,9018078,0.99,4
447,Shout It Out Loud,37,1,1,7194424,0.99,3
448,God Of Thunder,37,1,1,8309077,0.99,3
449,Calling Dr. Love,37,1,1,7395034,0.99,4
450,Beth,37,1,1,5360574,0.99,2
451,Strutter,37,1,1,6317021,0.99,4
452,Rock And Roll All Nite,37,1,1,5735902,0.99,3
453,Cold Gin,37,1,1,8609783,0.99,2
454,Plaster Caster,37,1,1,6801116,0.99,4
455,God Gave Rock 'n' Roll To You,37,1,1,10441590,0.99,2
456,Heart of the Night,38,1,2,9098263,0.99,4
457,De La Luz,38,1,2,10518284,0.99,4
458,Westwood Moon,38,1,2,9765802,0.99,4
459,Midnight,38,1,2,8851060,0.99,1
460,Playtime,38,1,2,9070880,0.99,1
461,Surrender,38,1,2,9422926,0.99,2
462,Valentino's,38,1,2,9848545,0.99,2
463,Believe,38,1,2,10317185,0.99,1
464,As We Sleep,38,1,2,10429398,0.99,2
465,When Evening Falls,38,1,2,9863942,0.99,2
466,J Squared,38,1,2,9480777,0.99,4
467,Best Thing,38,1,2,9069394,0.99,1
468,Maria,39,1,4,5484747,0.99,1
469,Poprocks And Coke,39,1,4,5243078,0.99,2
470,Longview,39,1,4,7714939,0.99,4
471,Welcome To Paradise,39,1,4,7406008,0.99,4
472,Basket Case,39,1,4,5951736,0.99,3
473,When I Come Around,39,1,4,5839426,0.99,4
474,She,39,1,4,4425128,0.99,1
475,J.A.R. (Jason Andrew Relva),39,1,4,5645755,0.99,1
476,Geek Stink Breath,39,1,4,4408983,0.99,1
477,Brain Stew,39,1,4,6305550,0.99,2
478,Jaded,39,1,4,2950224,0.99,2
479,Walking Contradiction,39,1,4,4932366,0.99,2
480,Stuck With Me,39,1,4,4431357,0.99,4
481,Hitchin' A Ride,39,1,4,5616891,0.99,4
482,Good Riddance (Time Of Your Life),39,1,4,5075241,0.99,4
483,Redundant,39,1,4,6481753,0.99,2
484,Nice Guys Finish Last,39,1,4,5604618,0.99,2
485,Minority,39,1,4,5535061,0.99,2
486,Warning,39,1,4,7343176,0.99,2
487,Waiting,39,1,4,6316430,0.99,4
488,Macy's Day Parade,39,1,4,7075573,0.99,2
489,Into The Light,40,1,1,2452653,0.99,2
490,River Song,40,1,1,14359478,0.99,4
491,She Give Me ...,40,1,1,8385478,0.99,2
492,Don't You Cry,40,1,1,11269612,0.99,2
493,Love Is Blind,40,1,1,11409720,0.99,4
494,Slave,40,1,1,9425200,0.99,4
495,Cry For Love,40,1,1,9567075,0.99,1
496,Living On Love,40,1,1,12785876,0.99,2
497,Midnight Blue,40,1,1,9750990,0.99,1
498,Too Many Tears,40,1,1,11810238,0.99,4
499,Don't Lie To Me,40,1,1,9288007,0.99,2
500,Wherever You May Go,40,1,1,7803074,0.99,2
501,Grito De Alerta,41,1,7,6539422,0.99,2
502,Não Dá Mais Pra Segurar (Explode Coração),41,1,7,7083012,0.99,3
503,Começaria Tudo Outra Vez,41,1,7,6473395,0.99,4
504,O Que ? O Que ? ?,41,1,7,8650647,0.99,2
505,Sangrando,41,1,7,5494406,0.99,3
506,"Diga Lá, Coração",41,1,7,8280636,0.99,4
507,Lindo Lago Do Amor,41,1,7,8353191,0.99,1
508,Eu Apenas Queria Que Voçê Soubesse,41,1,7,5130056,0.99,3
509,Com A Perna No Mundo,41,1,7,7747108,0.99,4
510,E Vamos ? Luta,41,1,7,7585112,0.99,1
511,Um Homem Também Chora (Guerreiro Menino),41,1,7,6854219,0.99,4
